Artist,Title
Marilyn Manson,Valentine's Day
Kris Kristofferson,Under The Gun
"Harry Connick, Jr.",Let's Call The Whole Thing Off
Indigo Girls,Center Stage
Conway Twitty,Before The Next Teardrop Falls
Foo Fighters,I'll Stick Around
Olivia Newton-John,Angels In The Snow
George Michael,Miss Sarajevo
Coldplay,Ode To Deodorant
UB40,The King Step
Phil Collins,Behind The Lines
"Harry Connick, Jr.",Holly Jolly Christmas
Phish,I Saw It Again
Pretenders,Have Yourself A Merry Little Christmas
Passenger,Corpse (These Chains Are Way Too Long)
Zoegirl,Plain
Bob Dylan,I'll Be Your Baby Tonight
Avril Lavigne,Not The Only One
Beach Boys,Male Ego
Falco,Macho Macho
Britney Spears,Intimidated
Point Of Grace,I'll Be Believing
Celine Dion,A New Day Has Come
Radiohead,Climbing Up The Walls
Yolanda Adams,Save The World
Dan Fogelberg,Better Change
Crowded House,Love You 'til The Day I Die
Pink Floyd,King Bee
Natalie Cole,Very Thought Of You
Amy Grant,This Is My Father's World
Gary Numan,I Am Render
Eurythmics,Love Is A Stranger
Beach Boys,Daybreak Over The Ocean
ABBA,Money Money Money
Nick Cave,Carry Me
John Martyn,Fairy Tale Lullaby
Bette Midler,Hurricane
Nick Cave,Gates To The Garden
Lou Reed,Legendary Hearts
Proclaimers,Now And Then
Ufo,Mr. Freeze
Indigo Girls,Pretty Vision
Johnny Cash,Belshazzar
Pearl Jam,Johnny Guitar
Patti Smith,White Rabbit
Peter Cetera,Feels Like Rain
Ne-Yo,Telekinesis
Usher,Separated
Dusty Springfield,I Can't Make It Alone
Chaka Khan,Make It Last
Celine Dion,I Love You
Cyndi Lauper,You Make Loving Fun
Carly Simon,Libby
Train,Son Of A Prison Guard
Elvis Presley,Blue Moon Of Kentucky
Wang Chung,Fun Tonight: The Early Years
Nirvana,"Yes, She's My Skinhead"
Yngwie Malmsteen,Faultline
Nick Cave,Pleasure Is The Boss
Reba Mcentire,If I Could Live Your Life
Nick Cave,Messiah Ward
Kanye West,Amazing
Hillsong United,I Will Run To You
Old 97's,W. Tx Teardrops
John Mellencamp,Teardrops Will Fall
Jimmy Buffett,Gravity Storm
John Denver,I Watch You Sleeping
Otis Redding,Ain't No Sunshine
Tom T. Hall,Way We Were
Meat Loaf,You Took The Words Right Out Of My Mouth (Hot Summer Night)
P!nk,Heartbreaker
Overkill,The One
Bob Seger,Loves The Last To Know
Yngwie Malmsteen,Fire In The Sky
Kinks,Black Messiah
George Strait,It Ain't Cool To Be Crazy About You
Demi Lovato,Here Comes The Sun
Young Jeezy,Talk To Em
Kanye West,Lost In The World
Def Leppard,Lady Strange
Celine Dion,At Seventeen
George Michael,Brother Can You Spare A Dime
Ariana Grande,Pink Champagne
Dolly Parton,Amazing Grace
David Allan Coe,The Ride
Dream Theater,Perfect Strangers
Bon Jovi,Dirty Little Secret
Paul Simon,Baby Driver
Old 97's,Big Brown Eyes
Fall Out Boy,Golden
Bee Gees,"I Was A Lover, A Leader Of Men"
Loretta Lynn,Fly Away
Vince Gill,Sweet Augusta Darlin'
U2,Always
Zoegirl,Scream
Nina Simone,Real Real
Lou Reed,It Wasn't Me
Ariana Grande,Cadillac Song
Old 97's,Am I Too Late?
Ellie Goulding,Who'd Want To Find Love
Les Miserables,The Bargain
Bee Gees,Love You Inside And Out
Leo Sayer,It's Over
Kelly Family,Red Shoes
Bing Crosby,And The Bells Rang
King Diamond,Amon Belongs To Them
Nat King Cole,Do Nothing Till You Hear From Me
Michael Jackson,Don't Be Messin Around
Linda Ronstadt,Maybe I'm Right
Modern Talking,Don't Let Me Go
Def Leppard,Ring Of Fire
Sia,California Dreamin'
Doris Day,Love Me In The Daytime
Diana Ross,I Want You
Carly Simon,My Bonnie
Soundgarden,Rusty Cage
Ace Of Base,C'est La Vie
Andy Williams,Emily
Patti Smith,Notes To The Future
Allman Brothers Band,God Rest His Soul
Rush,Since You've Been Gone
Iggy Pop,Foot Ball
J Cole,Can't Get Enough
James Taylor,Golden Moments
Used,Men Are All The Same
Perry Como,Bless The Beasts And Children
Dream Theater,Bridges In The Sky
Pat Benatar,It's A Tuff Life
Notorious B.I.G.,Get Money
Chaka Khan,Telephone
Gary Numan,A Prayer For The Unborn
Kyla,Without You
Luther Vandross,I Wanted Your Love
Gary Numan,Big Noise Transmission
Dream Theater,About To Crash
Tracy Chapman,Dreaming On A World
Phil Collins,High Flying Angel
One Direction,Ready To Run
Donna Summer,Back In Love Again
Will Smith,Jaden's Interlude
Queen,Doing All Right
Everlast,Soul Music
Creedence Clearwater Revival,I Heard It Through The Grapevine
Hillsong United,Faithful To The End
Elvis Presley,"Hey, Hey, Hey"
Chaka Khan,Caught In The Act
Andrea Bocelli,Ave Maria
Eric Clapton,Crossroads
Tina Turner,It Takes Two
Boney M.,Take The Heat Off Me
Fiona Apple,Frosty The Snowman
Outkast,85
P!nk,Gone To California
You Am I,Who's Leaving You Now?
Patti Smith,Memento Mori
Wilson Phillips,The Dream Is Still Alive
The Killers,Under The Gun
Ofra Haza,Ahava
Hillsong,His Love
Peter Cetera,On The Line
George Jones,Am I Losing Your Memory Or Mine?
Xscape,Do You Want To
Nine Inch Nails,The Becoming
Peter Cetera,Deck The Halls
Kenny Loggins,Somewhere Out There
Chaka Khan,Coltrane Dreams
Clash,Tommy Gun
Vince Gill,Time To Carry On
Harry Belafonte,A Strange Song
Face To Face,Chesterfield King
Great Big Sea,Love Me Tonight
Emmylou Harris,I Don't Have To Crawl
Van Morrison,I Love You
Natalie Imbruglia,Cameo
Weird Al Yankovic,Don't Wear Those Shoes
Aerosmith,Angel
Modern Talking,Who Will Love You Like I Do
Roxy Music,Just Another High
Roxette,Happy Together
Bonnie Raitt,Sugar Mama
Kris Kristofferson,Love Of Money
Enigma,Beyond
Avril Lavigne,Sippin' On Sunshine
Tragically Hip,Titantic Terrarium
Ozzy Osbourne,Changes
Matt Redman,Fires
Who,Love Reign O'er Me
Neil Sedaka,Alice In Wonderland
Tom Jones,We Got Love
Dean Martin,Goodnight Sweetheart
Sublime,New Thrash
Gary Numan,Noise Noise
Metallica,"Today Your Love, Tomorrow The World"
Marianne Faithfull,Falling In Love Again
Kylie Minogue,Over The Rainbow
Opeth,Porcelain Heart
Hank Williams,Family Tradition
Nina Simone,Love's Been Good To Me
Outkast,My Favorite Things
Bonnie Raitt,Guilty
Stone Temple Pilots,Lounge Fly
P!nk,Heartbreak Down
Yes,Big Generator
Boney M.,Joy To The World
Roxette,I Call Your Name
Stevie Wonder,Shoo-Be-Doo-Be-Doo-Da-Day
Matt Redman,Pour Out My Heart
Kylie Minogue,Million Miles
Poison,Souls On Fire
Def Leppard,Little Wing
Veruca Salt,Earthcrosser
Yes,Leave It
Dolly Parton,Alabama Sundown
Yellowcard,Holly Wood Died
Tom T. Hall,Another Town
Luther Vandross,The Second Time Around
Z-Ro,Creepin'
Electric Light Orchestra,Don't Bring Me Down
Great Big Sea,Captain Kidd
Amy Grant,Return To Pooh Corner
Rihanna,P.S. I'm Still Not Over You
Lloyd Cole,Minor Character
Def Leppard,Burnout
Thin Lizzy,Little Girl In Bloom
Billy Joel,Surprises
Inside Out,I Promise You
Josh Groban,Higher Window
Omd,The Pacific Age
Alabama,"Dancin', Shaggin' On The Boulevard"
Natalie Cole,Joey
Iggy Pop,Don't Look Down
Tom Jones,Sugar Daddy
Vince Gill,Loving You Makes Me A Better Man
Alison Krauss,Fortune Teller
Adam Sandler,The Excited Southerner Orders A Meal
Megadeth,No More Mr. Nice Guy
Housemartins,We're Not Deep
Bread,Part-Time Love
Iron Maiden,When Two Worlds Collide
Dean Martin,Houston
Barbra Streisand,Crippled Crow
Olly Murs,Hold on
Nina Simone,That's All
Phish,Frankie Says
Xiu Xiu,Save Me Save Me
Green Day,I Saw My Parents Kissing Santa Claws
Glen Campbell,I Knew Jesus (Before He Was A Star)
XTC,Omnibus
Judy Garland,Love
Pearl Jam,In My Tree
Aerosmith,Temperature
Nine Inch Nails,Burn
Marianne Faithfull,In The Factory
Judy Garland,I Could Go On Singing
Hillsong,Eagle's Wings
Morrissey,That's How People Grow Up
Nazareth,Every Young Man's Dream
Unseen,Live In Fear
Coldplay,Green Eyes
Air Supply,Every Woman In The World
Isley Brothers,The Pride
John Martyn,Spencer The Rover
Ramones,Teenage Labotomy
Glee,Away In A Manger
Alabama,Rockin' Around The Christmas Tree
Blur,"Sunday, Sunday"
Tim Buckley,Carnival Song
Lionel Richie,Face In The Crowd
James Taylor,Everybody Has The Blues
Lana Del Rey,Fake Diamonds
Devo,It Doesn't Matter To Me
George Strait,"Easy Come, Easy Go"
Rainbow,Hammer To Fall
Ariana Grande,Lady Marmalade
Dusty Springfield,Hollywood Movie Girls
Andrea Bocelli,Sogno
Kylie Minogue,City Games
Meat Loaf,Original Sin
Billie Holiday,Born To Love
The Monkees,I Wanna Be Free
ZZ Top,Blue Jean Blues
Cyndi Lauper,Christmas Conga
Eric Clapton,Hell Hound On My Trail
The Temptations,Time After Time
Supertramp,Broken Hearted
Horrible Histories,Luddite
Carpenters,Someday
Phil Collins,Can't Find My Way
Roy Orbison,Hung Up On You
Eddie Cochran,Walkin' Stick Boogie
The White Stripes,"Sister, Do You Know My Name?"
Weezer,The Spider
Alice Cooper,Hard Rock Summer
Sting,Tutti Frutti
Maroon 5,Everyday Goodbyes
Chris Brown,Just Fine
Marianne Faithfull,I'll Keep It With Mine
Whitney Houston,Things You Say
Status Quo,Hold You Back
Who,Drowned
Helloween,Space Oddity
John Legend,Everybody Knows
Michael Buble,Close Your Eyes
James Taylor,Everyday
Christina Aguilera,Express
Everclear,Tiger In A Burning Tree
Tim McGraw,Indian Outlaw
Marianne Faithfull,20Th Century Blues
Counting Crows,Oceanside
Rascal Flatts,"Mary, Did You Know?"
Fleetwood Mac,I Need Your Love
Clash,Are You Red..Y
Nazareth,I Ran
Dave Matthews Band,Time Bomb
Xavier Rudd,Pockets Of Peace
Hanson,Soldier
Chaka Khan,At Midnight (My Love Will Lift You Up)
Elton John,Ball And Chain
Doobie Brothers,Gates Of Eden
Joni Mitchell,Otis And Marlena
Foo Fighters,Freaks By Live
Faith Hill,Mississippi Girl
Q-Tip,All In
Misfits,Dark Shadows
Usher,What You Need
Who,Amazing Journey
Utopia,Trapped
Boney M.,Jambo - Hakuna Matata
Doobie Brothers,Echoes Of Love
Kris Kristofferson,Magdalene
Avril Lavigne,Goodbye
Bob Seger,Rite Of Passage
Zao,The Ghost Psalm
Stevie Wonder,It's You
Veruca Salt,Perfect Love
Vanilla Ice,O.K.S.
Glee,I Wish
Gloria Estefan,A Little Push
Nazareth,Kentucky Fried Blues
Tom T. Hall,Texas Never Fell In Love With Me
Tom Waits,Hell Broke Luce
Clash,The Crooked Beat
Black Sabbath,N.I.B.
Engelbert Humperdinck,A Man And A Woman
Louis Armstrong,I'll See You In My Dreams
Alice Cooper,Damned If You Do
Oscar Hammerstein,School Song
Paul McCartney,I Will
Neil Diamond,"Louie, Louie"
Beach Boys,Hawaii
Michael Bolton,"Can't Hold On, Can't Let Go"
Kelly Clarkson,Why Don't You Try
Pat Benatar,Everybody Lay Down
Blur,Hanging Over
Tiffany,Na Na Na
Status Quo,Nanana
Jimi Hendrix,Black Gold
Backstreet Boys,Last Night You Saved My Life
Cher,I Love Making Love To You
John Prine,Middle Man
Hillsong,One Way
Paul McCartney,Beware My Love
ABBA,Bang-A-Boomerang
Metallica,Brandenburg Gate
Glee,An Innocent Man
Young Jeezy,Put On
Diana Ross,Love Child
Morrissey,Alma Matters
Linda Ronstadt,I'm A Fool To Want You
Dolly Parton,Dreams Do Come True
Jason Mraz,Coyotes
Hillsong,Follow The Son
John Martyn,Smiling Stranger
Ice Cube,Why We Thugs
Aerosmith,"Shame, Shame, Shame"
Aerosmith,Three Mile Smile
Freestyle,I Like The Way
Santana,She's Not There
Squeeze,Misadventure
Steve Miller Band,Lucky Man
America,Hope
Madonna,Like A Flower
Roy Orbison,House Without Windows
Roxette,Lover Lover Lover
Misfits,Monkey's Paw
HIM,In The Nightside Of Eden
Hank Williams Jr.,I Can Take Anything
Clash,Cheat
Kiss,Don't You Let Me Down
INXS,Devil Inside
Jason Mraz,Happy Endings
Point Of Grace,You Are My All In All
Incognito,Still A Friend Of Mine
Pitbull,Blood Is Thicker Than Water
Ella Fitzgerald,I Cried For You
Toto,St. George And The Dragon
Drake,Know Yourself
Ween,Pumpin' 4 The Man
"Harry Connick, Jr.",Just Like Me
Erasure,Dreamlike State
Jackson Browne,Holding
Who,Dreaming From The Waist
Black Sabbath,Fairies Wear Boots
Incubus,You Will Be A Hot Dancer
Whitney Houston,Unashamed
Insane Clown Posse,Burning Up
Ween,Mononucleosis
Judy Garland,Do I Love You
Primus,Intruder
Frankie Valli,Silence Is Golden
Westlife,Don't Let Me Go
Primus,The Ol' Diamond Back Sturgeon
HIM,Bury Me Deep Inside Your Heart
Indiana Bible College,That None Perish
Bon Jovi,Cold Hard Heart
Grand Funk Railroad,Can You Do It
Bryan White,The Natural Thing
Frankie Laine,Don't Fence Me In
Slayer,Bloodline
Quasi,Death Culture Blues
Alabama,Once Upon A Lifetime
Poison,Get 'ya Some
Bill Withers,Hope She'll Be Happier
Korn,Make Believe
Wiz Khalifa,The Race
Wyclef Jean,However You Want It
Lata Mangeshkar,Chanda Hai Tu
Hanson,Waiting For This
Supertramp,Ever Open Door
Yngwie Malmsteen,Pictures Of Home
P!nk,Dear Diary
Lucky Dube,The Bully
Sam Smith,Like I Can
Fleetwood Mac,Rambling Pony
Tom T. Hall,Over And Over Again
Alabama,Down This Road
Gloria Estefan,They Can't Take That Away From Me
Fleetwood Mac,Red Rover
Genesis,Follow You Follow Me
System Of A Down,Cubert
Smiths,I Want The One I Can't Have
Face To Face,Burden
ZZ Top,Waitin' For The Bus
Ocean Colour Scene,Men Of Such Opinion - You've Got It Bad B-side
Dolly Parton,Closer By The Hour
Michael Buble,Something Stupid
Andy Williams,Beyond The Reef
Rush,Need Some Love
The Beatles,Back In The USSR
Foo Fighters,Born On The Bayou
Rod Stewart,Camouflage
Tom Jones,Bridge Over Troubled Water
Dewa 19,Cukup Siti Nurbaya
Nat King Cole,"Caroling, Caroling"
Moody Blues,Talkin' Talkin'
Radiohead,Let Down
Christina Aguilera,Fighter
Regine Velasquez,True Romance
Kenny Loggins,Will Of The Wind
Marianne Faithfull,Danny Boy
Phil Collins,Don't Let Him Steal Your Heart Away
High School Musical,Walk Away
James Taylor,Is That The Way You Look?
Chris Rea,Shadows Of The Big Man
Kiss,Rain
John Denver,Alfie The Christmas Tree
Owl City,In Christ Alone
Enrique Iglesias,Wish I Was Your Lover
Katy Perry,Dark Horse
Yoko Ono,O'oh
Squeeze,Temptation For Love
Reo Speedwagon,Live It Up
Hank Snow,I Saw A Man
Peter Gabriel,Animal Magic
Van Halen,Dreams
Depeche Mode,Sacred
R. Kelly,All Of My Days
Uncle Tupelo,Fatal Wound
Steve Miller Band,Something To Believe In
Neil Young,Bad News
Chuck Berry,Tulane
Lady Gaga,Stand By Me
Bob Seger,Need Ya
Perry Como,And I Love You So
Elton John,Come Back Baby
The Beatles,Clarabella
Nine Inch Nails,The New Flesh
Pitbull,Fine China
Oasis,I Wanna Live A Dream (In My Record Machine)
Backstreet Boys,Bigger
Wet Wet Wet,Words Of Wisdom
Indigo Girls,Dead Man's Hill
Gary Numan,Tread Careful
Judas Priest,Reckless
Kylie Minogue,Beautiful
George Jones,Famous Last Words
Otis Redding,Can't Turn You Loose
Ice Cube,Cash Over
Bob Marley,Fussing And Fighting
Nazareth,Preservation
Lenny Kravitz,Happy Birthday
Pearl Jam,Roadhouse Blues
Chaka Khan,And The Melody Still Lingers On (Night In Tunisia)
Kanye West,Breath In Breath Out
Christmas Songs,Little Drummer Boy
Ying Yang Twins,Drop
Nina Simone,"Hey, Buddy Bolden"
Outkast,Intro
Leann Rimes,The Light In Your Eyes
Nina Simone,Strange Fruit
Richard Marx,Big Boy Now
Hillsong United,Deeper
Hillsong,All Of The Praise
Guns N' Roses,If The World
Pretenders,Downtown
Don McLean,The More You Pay
Religious Music,Christmas Anthem
Frank Zappa,Harry-as-a-boy
Rick Astley,This Must Be Heaven
Chuck Berry,Beautiful Delilah
Johnny Cash,I Feel Better All Over
Michael Jackson,Get On The Floor
Elton John,Honey Roll
Barbra Streisand,Free The People
Idina Menzel,I Feel Everything
Johnny Cash,Chain Gang
Point Of Grace,Jesus Will Still Be There
Deep Purple,Bird Has Flown
Roxette,You Don't Understand Me
Robbie Williams,Candy
Pogues,The Broad Majestic Shannon
Marillion,Voice In The Crowd
Hanson,World's On Fire
Donna Summer,Our Love
Opeth,Dirge For November
Keith Green,Go To The Hungry Ones
Johnny Cash,Bonanza
Kris Kristofferson,Somebody Nobody Knows
Waylon Jennings,Dream Baby
Kari Jobe,My Beloved
Kirsty Maccoll,Terry
Christina Perri,Sad Song
Frank Zappa,Can't Afford No Shoes
Cliff Richard,Burn On
Dusty Springfield,As Long As We Got Each Other
Wanda Jackson,I Betcha My Heart I Love You
Ween,I'm In The Mood To Move
The Beatles,All My Loving
Fastball,Whatever Gets You On
Ozzy Osbourne,Dissention
Yelawolf,Radio
Vangelis,State Of Independence
Vanilla Ice,It's A Party
Kanye West,Brand New
Tom Waits,Nobody
Elvis Costello,I'll Wear It Proudly
Green Day,At The Library
Alabama,I Write A Little
Hillsong United,Captain
Marilyn Manson,Red (In My) Head
Insane Clown Posse,MadHouse
Barbra Streisand,Calling You
Frank Sinatra,Crazy Love
James Taylor,Sunshine Sunshine
John Prine,Diamonds In The Rough
Unseen,Negative Outlook
Arlo Guthrie,Massachusetts
Erasure,Grace
Eminem,Cleanin' Out My Closet
Backstreet Boys,Memories
Guns N' Roses,You Could Be Mine
Iron Maiden,The Unbeliever
James Taylor,The Promised Land
Elvis Presley,Got My Mojo Working
Frank Zappa,Botulism On The Hoof
Eurythmics,Shame
Devo,I'm A Potato
Carly Simon,Laura
Unseen,Where Have You Gone?
Wyclef Jean,President
Kenny Chesney,Everybody Wants To Go To Heaven
Michael W. Smith,Could He Be The Messiah
Ozzy Osbourne,Mr. Tinkertrain
Miley Cyrus,Crazy
Willie Nelson,Darkness On The Face Of The Earth
Il Divo,The Music Of The Night
Don McLean,Words And Music
U2,Stranger In A Strange Land
Ella Fitzgerald,A-tisket A-tasket
Lynyrd Skynyrd,Mr. Banker
Neil Diamond,Gitchy Goomy
Enya,Amarantine
Alabama,Pass It On Down
Dusty Springfield,Come For A Dream
Crowded House,Sister Madly
Leann Rimes,You Ain't Right
Foreigner,Hand On My Heart
Glen Campbell,For My Woman's Love
John Legend,Same Old Story
Amy Grant,Fight
Bill Withers,Another Day To Run
Cliff Richard,Blueberry Hill
Everclear,Kill The Sun
Westlife,Let There Be Love
Elvis Presley,"Dirty, Dirty Feeling"
George Formby,"Biceps, Muscle And Brawn"
Unkle,Bloodstain
Ne-Yo,Real Love
Lea Salonga,Special Memory
Crowded House,Walked Her Way Down
Annie,My Best Friend
Wet Wet Wet,Gypsy Girl
Willie Nelson,Heartaches Of A Fool
Leonard Cohen,The Traitor
Incubus,Still Not A Player
Don Henley,Nobody's Business
Lou Reed,Here Comes The Bride
Kenny Loggins,What A Fool Believes
Moody Blues,Gemini Dream
Ziggy Marley,First Night
Roxy Music,Three And Nine
Sting,Something The Boy Said
Grease,We'll Be Together
Engelbert Humperdinck,Long Ago (And So Far Away)
Perry Como,Catch A Falling Star
Celine Dion,I Met An Angel (On Christmas Day)
Kenny Rogers,Bed Of Rose
Miley Cyrus,He Could Be The One
Peter Cetera,It's Only Love
Glen Campbell,I Will Never Pass This Way Again
James Taylor,The Frozen Man
Kenny Chesney,Shiftwork
Iron Maiden,2 Minutes To Midnight
Alison Krauss,"Oh, Atlanta"
Bonnie Raitt,Slow Ride
Allman Brothers Band,Mystery Woman
Zebrahead,Wasted
Avril Lavigne,Eternity
Jimi Hendrix,Gypsy Eyes
Depeche Mode,Blasphemous Rumours
Planetshakers,Lift Your Name Up
Christina Perri,I Like You
Ocean Colour Scene,For Every Corner
George Formby,Blackpool Rock (With My Little Stick Of)
Diana Ross,All Of You
Kelly Clarkson,Don't Play That Song
Culture Club,Don't Talk About It
John Prine,Bear Creek Blues
Tom Jones,Ain't No Sunshine When She's Gone
Kirsty Maccoll,See That Girl
Def Leppard,Nine Lives
Lana Del Rey,Last Girl On Earth
Chicago,Goody Goody
Rihanna,If It's Lovin' That You Want
Green Day,Rusty James
Slayer,Not Of This God
Don McLean,Empty Chairs
Cinderella,Fire And Ice
Black Sabbath,Mob Rules
Fleetwood Mac,Show Me A Smile
Joni Mitchell,The Crazy Cries Of Love
Fall Out Boy,Pretty In Punk
Sting,My Funny Friend And Me
Morrissey,Our Frank
Roxette,Speak To Me
Dave Matthews Band,Heathcliff's Haiku Warriers
Christmas Songs,Angels From The Realm Of Glory
Kirk Franklin,But The Blood
Reba Mcentire,Love Isn't Love
Nazareth,Animals
Procol Harum,The Worm And The Tree
Christina Aguilera,I'm Ok
Evanescence,Cloud Nine
Joni Mitchell,Song To A Seagull
Frank Sinatra,Ain't She Sweet
Usher,His Mistakes
Dream Theater,This Dying Soul
Vangelis,Multitrack Suggestion
Kate Bush,The Long And Winding Road
Rihanna,Love Song
Don Moen,God Will Make A Way
Waterboys,Trumpets
Don Henley,Gimme What You Got
Nightwish,The Escapist
Rod Stewart,I Only Have Eyes For You
Underworld,Moaner
Snoop Dogg,Ballin'
Megadeth,Go To Hell
Lauryn Hill,The Miseducation Of Lauryn Hill
Linda Ronstadt,Go Away From My Window
Children,Goin' To Boston
Dusty Springfield,Don't Say It Baby
Widespread Panic,All Time Low
Kylie Minogue,Sweet Music
Kinks,Full Moon
Housemartins,Johannesburg
Paul Simon,Papa Hobo
Bob Seger,Sometimes
Uncle Tupelo,Before I Break
Megadeth,"Have Cool, Will Travel"
